genre;artist_name;title;loudness;tempo;time_signature;key;mode;duration;avg_timbre1;avg_timbre2;avg_timbre3;avg_timbre4;avg_timbre5;avg_timbre6;avg_timbre7;avg_timbre8;avg_timbre9;avg_timbre10;avg_timbre11;avg_timbre12;var_timbre1;var_timbre2;var_timbre3;var_timbre4;var_timbre5;var_timbre6;var_timbre7;var_timbre8;var_timbre9;var_timbre10;var_timbre11;var_timbre12
folk;June Tabor;The Rose Is White_ The Rose Is Red / Dargason;-13,124;107,378;1;9;0;150,46485;40,23207287;-66,8277915;69,9079413;5,20167004;-12,78323887;18,85984615;-30,21325101;-9,382589069;-0,517026316;-6,337836032;-0,344340081;10,55392308;20,74256936;1656,977969;1274,487605;1434,962148;824,5502021;654,1243344;327,518165;410,355139;279,4591493;289,2841796;166,4314802;181,1834184
folk;June Tabor;Red Wine and Promises;-18,388;124,4;4;5;0;241,50159;31,44967568;-52,57054054;-3,075706081;-12,75300338;22,54349831;2,329494932;-7,557918919;3,102125;-14,72084966;-7,566368243;-2,448557432;5,376423986;67,9340711;7249,236518;3257,850375;2444,654158;908,3335645;1284,504896;594,2757701;648,9193124;444,5021373;513,5117857;419,5373284;270,4062374
folk;Erin McKeown;Queen Of Quiet;-11,101;187,003;4;10;0;107,36281;38,97926498;-71,11852765;-22,02026728;-4,296269585;6,183299539;-0,724771889;6,450172811;-10,31281797;5,240246544;5,162624424;-5,791018433;11,78057373;66,73502983;2692,285241;4269,16524;2301,229141;764,2225548;1365,180487;679,7939632;873,0931209;412,4661743;611,4528928;497,9065176;345,1131803
folk;Erin McKeown;Love In 2 Parts;-12,272;100,86;4;5;1;223,4771;36,90880637;-16,68358344;-42,71404713;-0,421290446;-8,416454777;0,639492994;2,406867516;2,67815414;-3,317026752;4,585494268;-3,749294268;1,093456051;80,25812138;3840,0408;2756,955107;2576,382626;1522,868773;1748,033057;964,343392;922,0310377;406,5626192;455,2421016;564,6353377;297,0913148
folk;Erin McKeown;How To Open My Heart In 4 Easy Steps;-12,277;113,28;4;8;1;354,89914;36,62746204;-107,9552472;41,70915024;-4,566059774;-6,877056543;-10,17421002;6,554495961;5,781859451;-22,14100808;-11,06121809;1,423634895;7,725185784;64,90144287;4587,775081;3117,440357;1683,899178;1355,981203;755,0899818;732,705021;512,6940509;834,1215295;324,4008769;333,0114007;487,5447185
folk;Erin McKeown;Blackbirds;-10,37;106,879;4;2;0;265,27302;40,57791236;-54,33798876;15,22794382;5,650307865;-10,95876854;4,833573034;-3,525348315;-1,503291011;4,93408764;4,301396629;-3,579697753;-11,54866854;77,9402983;3210,683868;5180,028261;2076,276686;2374,632818;1508,955917;999,2025942;1067,020714;557,902871;622,2359966;495,4030564;509,8704082
folk;Erin McKeown;Fast As I Can;-14,293;168,521;4;7;1;283,01016;35,62287056;-53,70924948;-20,34507829;-6,382849687;11,30225887;-3,257186848;-0,061866388;-3,63398643;-3,024179541;-5,330199374;-3,464701461;1,564378914;51,89352512;4496,904736;1985,631053;2182,168485;1343,702212;1236,4335;642,6124563;1121,473822;427,7376097;790,2792082;411,7994081;289,2198567
folk;Erin McKeown;Daisy And Prudence;-13,42;107,43;1;7;1;292,75383;35,53242559;-19,05432267;-48,24842837;-10,55323366;-9,54147427;1,859379694;-12,19449374;-20,79852851;3,392851182;-6,83578025;-1,137054242;10,25040056;77,82005117;3024,900507;2299,930252;2713,182822;1193,447166;1353,704391;982,0451653;919,9151091;442,6102413;547,4889577;415,3936336;457,2609795
folk;Erin McKeown;You Mustn't Kick It Around;-10,06;105,712;4;9;1;136,35873;39,78666164;-24,56427802;3,152301724;0,013974138;-8,507721983;10,66205603;-5,222896552;1,311517241;-11,38776078;7,06380819;-5,60387069;3,176122845;71,67310904;3806,625339;2518,600228;2795,841339;1297,301688;1430,992356;1141,691306;1270,678038;559,6091832;675,1330286;622,8693998;411,2988546
folk;Erin McKeown;La Petite Mort;-8,513;105,691;4;8;0;180,1922;43,99421439;-16,32888693;7,733358297;-5,222303965;3,064395007;-1,738202643;2,801262849;-11,1379442;-0,234816446;1,673641703;-4,254792952;1,037967695;56,40350774;2353,579651;2105,427937;2079,142588;872,2304279;1060,472918;744,0216879;919,7401433;418,1125355;543,5943093;409,1233428;337,4840688
folk;Erin McKeown;Vera;-15,495;110,146;4;5;1;304,92689;36,10896266;-109,8027013;15,67959416;-15,9346737;38,98816396;-8,776512987;-6,658535714;10,91578896;-11,16159578;-5,402133117;2,89561526;16,72216883;75,57609605;5958,430724;2833,890024;2079,783514;840,9411884;958,978112;614,6683316;636,24784;517,0755531;484,264079;427,3071059;358,3742776
folk;Erin McKeown;How To Be A Lady;-12,979;127,449;1;0;1;122,51383;37,57980593;-15,05080863;-10,86275472;-1,761242588;9,252487871;22,47338005;-21,41440162;-3,75987062;-1,125916442;11,88772237;-12,02245013;9,093673854;28,57880211;3264,777208;2474,714089;3869,811214;887,1139976;2064,28994;889,7356237;1093,639371;332,2781164;709,7821333;684,9872008;362,3385243
folk;Erin McKeown;James!;-6,039;80,009;4;9;0;153,0771;45,76670575;30,38871034;21,31545747;8,487763218;5,862737931;-2,624811494;-6,295310345;11,22107586;-4,519524138;6,881958621;2,048266667;2,357834483;41,18416683;3570,566254;3924,099197;2417,962757;1768,009825;1258,805362;693,434995;917,1699809;320,6700915;478,226708;370,0881207;279,9874955
folk;Erin McKeown;A Better Wife;-8,445;89,064;4;3;1;180,74077;42,94583628;-25,79721976;-36,84025959;-0,09289528;3,538113569;8,641563422;2,447356932;-11,99141298;11,35144543;-8,029138643;-4,864498525;3,793716814;25,90737439;2533,022316;2234,77744;2234,282503;677,3360152;1753,512114;557,3126501;894,0926986;313,3002651;716,1430064;409,2710497;333,1246875
folk;Erin McKeown;Born To Hum;-10,532;144,074;4;0;1;129,4624;42,00148824;-24,49150196;-13,0164451;8,541407843;4,40585098;-1,439254902;5,259588235;-11,68476471;8,348282353;-0,574147059;1,373627451;9,60655098;20,71881035;1807,14329;1495,982101;1410,389406;653,5128856;978,5281356;420,4893226;854,4946099;304,2792801;463,4156562;274,1168097;194,1751575
folk;Erin McKeown;An Innocent Fiction;-9,45;136,385;3;2;0;226,42893;41,33123353;-33,24057485;-22,41932934;-10,61076796;-10,04936228;-1,276393713;-6,751914671;-9,10794012;-3,251223054;-6,914056886;-1,702209581;1,767989521;65,36778518;3170,149882;2888,59193;2292,496761;1357,807309;1166,799478;1067,381544;933,2881207;1027,395648;599,2991594;308,0088804;361,3153455
folk;Erin McKeown;Cinematic;-5,034;97,521;4;4;1;140,43383;48,72992898;18,53339155;1,549869482;5,857316699;-15,19268714;-2,5176238;5,853932822;5,566057582;1,932548944;5,502360845;-4,123059501;-2,010115163;23,60990894;1780,4923;3807,85335;1696,304199;792,0458271;1616,423191;618,0366324;668,8933468;256,1944058;438,70705;453,6721934;301,7565797
folk;Erin McKeown;Starlit;-19,715;125,156;4;8;1;80,61342;28,24961567;-120,9787351;-82,48415299;1,55425;12,78991418;7,058514925;-18,33925;-21,23522388;-9,972701493;-6,36286194;-2,365276119;-22,51763433;50,21657107;6506,911778;2246,410166;2106,587136;505,6959285;1792,7373;491,3330987;1182,180843;744,7483452;708,060272;314,7974176;452,3863207
folk;Erin McKeown;Sing You Sinners;-4,83;106,736;4;0;1;131,13424;50,24399089;4,501078324;-12,79769763;-6,791324226;1,8958051;-8,273591985;-6,722162113;-8,624357013;1,886595628;-2,176575592;1,352404372;3,992794171;7,601460836;1559,818508;1515,061128;1405,266143;613,6884879;820,6420467;574,9771062;890,6579788;361,0675333;583,2191502;345,0236941;241,7469493
folk;Erin McKeown;Fast As I Can;-14,311;149,484;4;6;1;338,46812;38,54929395;-53,37315312;-0,870478261;-0,391983932;24,92938752;-7,620188091;12,52596975;-13,25937618;7,697806238;-2,493793951;0,176991493;6,420960302;14,20826834;2650,872895;1843,372623;1641,472401;839,2866372;892,2606997;564,0306937;1006,176213;332,2619205;587,6807868;424,0621124;245,1372858
folk;Erin McKeown;Easy Baby;-22,047;100,996;7;7;1;287,84281;28,79982923;-156,9202456;5,060316021;4,742711268;50,87366285;-5,663573944;15,17459683;29,18600528;-22,79984947;6,263098592;-3,017860035;4,112970951;32,71201893;5914,393048;3597,296967;2342,582694;1203,285831;1508,665081;1301,372693;1440,393257;503,8917361;643,3231157;449,1453192;371,2628072
folk;Erin McKeown;My Hips;-19,097;101,913;4;2;1;338,93832;28,96505962;-79,40020827;-2,518010334;15,58054372;15,96515819;11,35875437;-31,2383283;9,735468204;7,684076312;12,39344515;-2,448371224;2,007746423;46,60202994;4970,591167;3547,767482;3767,798955;1114,732188;2059,403124;704,0814864;1143,259066;529,1131589;554,6807396;625,4064143;311,6172606
folk;Erin McKeown;Fast as I Can (band);-10,602;154,02;4;7;0;358,66077;40,71511252;1,221735195;-7,366724196;7,753526227;-20,62949069;-5,54022335;6,980138748;-12,20346785;-8,653564298;-4,404639594;-2,132833333;-1,250895939;20,48867636;2528,108554;1099,961263;1496,197908;586,1904408;949,7226824;361,4645522;1009,307136;288,1448254;421,1954168;269,4732257;186,0990234
folk;Erin McKeown;Something Comes;-17,472;125,282;1;2;1;245,78567;34,31132243;29,47660443;-42,41895091;-0,425624639;11,39956497;9,090243503;-14,77116073;-10,71181328;3,108687199;16,12583349;-3,029248316;19,71761501;26,46140094;2975,47738;2875,857211;2912,478126;759,7692073;1829,409934;822,0783834;1623,487616;372,4187906;1000,983409;603,4702946;287,7328725
folk;Erin McKeown;Softly Moses (band);-13,15;127,64;4;11;0;298,39628;36,15131834;2,383005767;-36,10669435;-1,201179931;-23,01126528;1,021814302;4,037207612;-0,800070358;2,338885813;1,354835063;-3,549647059;12,17358131;32,24902412;2790,433933;2077,388425;2396,771329;1231,737953;1512,850167;614,8635277;989,1891435;347,439144;549,9070903;385,2746439;225,5380808
folk;Erin McKeown;Lullaby In Three/Four;-18,939;110,828;4;11;0;249,88689;35,03186667;-73,5667673;9,233387421;2,441005031;-9,795455346;-8,01158239;-8,048802516;-10,41882767;5,729776101;1,832021384;1,80192327;10,84623648;23,13060014;4781,601863;2319,406338;1492,645289;983,9650086;668,1626875;834,9500357;1118,847365;500,1796834;513,5442327;296,8104911;371,7505059
folk;Erin McKeown;Monday Morning Cold (band);-10,503;104,239;4;7;1;332,85179;38,72593142;-14,6597488;-29,79760447;5,414023126;-3,546086124;-4,856270335;2,195567783;-5,813987241;5,122456938;3,140323764;-3,340300638;3,002707337;37,35875188;3861,04946;1946,015558;2296,952188;896,2427878;1490,707587;734,3703503;1347,094909;382,1299964;648,4780166;373,888831;322,8121849
folk;Erin McKeown;Just One Of Those Things;-15,605;154,396;4;11;0;308,55791;33,8623907;-28,38476279;-90,24726233;-39,8991293;-10,1389293;-15,06020372;-12,05116651;3,224928372;-1,167218605;9,497682791;-5,768327442;6,864660465;59,00934428;3592,633864;3657,269433;1755,389525;1316,172869;1028,647214;1033,733495;678,573638;421,0005918;367,1106875;301,3090691;473,3200531
folk;Erin McKeown;Get Happy;-5,627;198,975;4;2;1;182,77832;47,70674168;-28,31880349;-4,732603803;-4,927442155;2,539339144;-1,965904913;-2,962611727;2,359694136;-6,143096672;-3,393180666;-1,631526149;1,760541997;40,90604975;4434,090296;1730,703291;1933,78007;857,6228576;1064,833699;564,8728112;839,9905739;327,0730223;607,1478947;432,7921987;291,8234516
folk;Erin McKeown;Rhode Island Is Famous For You;-5,861;112,56;4;5;1;164,38812;48,9699866;8,041060302;10,97508878;-5,401345059;7,451175879;2,183108878;-3,211730318;-0,927247906;-4,639299833;3,006247906;-7,109954774;1,904460637;15,93218894;1227,201182;1874,896389;2158,042065;575,8077364;1113,715072;721,9638824;699,2134577;295,5051131;476,7994109;363,1546135;221,9529943
folk;Erin McKeown;Don't Worry 'bout Me;-12,951;101,873;4;1;1;235,62404;35,84819742;-39,5868083;-86,12950215;-39,96534478;-13,08491559;-7,554407725;-21,26686552;0,497912732;-0,698829757;6,219038627;-3,532456366;6,719625179;72,00445545;3485,680678;3786,927302;3313,608469;1123,471623;1588,655396;714,4319957;773,3789802;296,877824;502,1717732;393,6329467;283,0897998
folk;Erin McKeown;If You A Viper;-11,262;137,153;4;7;1;256,73098;37,38395873;-67,49403066;-37,84368042;15,39521344;-1,364571934;11,18787854;-5,011057783;-7,95882783;7,939389151;9,63990684;-2,635191038;9,198679245;45,6981521;4882,867275;4174,752914;5745,440302;1822,059242;2827,423037;1208,245906;1262,293596;710,0932477;817,079182;908,0295877;445,8182903
folk;Erin McKeown;Paper Moon;-8,804;102,513;4;7;1;124,65587;42,33352389;-34,39809215;-58,7248157;22,03305631;-6,147025597;-5,052076792;4,716390785;4,726257679;-1,870795222;8,103868601;1,227462457;0,396877133;23,658676;3700,84457;2097,032116;2153,646073;1072,837957;2160,87751;872,7875848;1005,345653;268,5520703;641,752759;573,5130489;276,8255562
folk;Erin McKeown;Air;-9,453;106,068;4;2;1;179,90485;42,410375;-67,72359375;-8,828220588;13,08588603;5,792909926;5,936027574;-10,55813051;-8,897345588;6,821391544;-11,7370239;1,227779412;-7,846047794;30,45090421;3604,01851;2300,857954;3239,398664;1117,901052;1697,696652;1192,360862;949,9849562;402,5584942;634,4952584;486,7634092;405,967462
folk;Erin McKeown;Float;-12,083;116,55;4;11;1;220,02893;39,09289868;-81,14353524;-15,36395595;-13,67689427;1,259381057;-11,21745154;-2,179792952;-9,109231278;2,730770925;-4,985843612;3,404508811;19,00845595;52,95771348;1812,590363;1863,477584;1662,118574;1193,891574;814,1980094;789,7772258;717,5083274;406,6739312;396,4535125;318,1778633;288,0664868
folk;Erin McKeown;You Were Right About Everything;-9,183;90,677;3;9;1;242,59873;44,39687324;-79,59505634;-2,372759155;-2,467115493;-11,53375352;5,177604225;6,984867606;-7,410835211;7,13503662;-17,13077042;-0,931616901;-10,49272817;27,03987621;2033,231366;2241,65632;1507,475286;580,4378897;1082,412749;602,9855031;731,4349736;289,0622521;492,3105357;280,4837745;367,8598003
folk;Erin McKeown;Delicate December;-13,107;200,38;5;0;1;185,20771;38,47619471;-114,3530505;-37,01121635;-29,1124375;10,12120673;0,405872596;-16,26952644;-3,813016827;7,171987981;-5,072713942;-5,262211538;2,807252404;32,26933158;6028,032351;2295,214976;2970,963369;923,2022285;1385,029515;689,3594847;866,1086565;573,0932717;669,4867884;453,367703;314,7338841
folk;Erin McKeown;To The Stars;-7,525;137,925;4;2;1;179,722;44,94832606;-84,95526929;-9,364037846;29,16649636;-4,347151383;1,12311936;-9,589870451;-12,5949083;10,52120378;-10,38955895;7,133149927;-5,231135371;33,7805098;2577,495211;2863,594384;2449,851322;596,3270056;1303,084925;609,7279655;782,5851387;230,7611044;433,0007696;398,1769077;289,3381019
folk;Erin McKeown;Life On The Moon;-9,237;113,957;4;8;1;227,5522;44,68351796;-51,60299309;-9,930081492;-7,657953039;-21,37239917;-8,123571823;6,00223895;-3,797150552;13,47104282;-3,719058011;-2,137448895;-7,265801105;32,68534898;1832,133509;2168,322051;1076,76766;637,6387714;769,8139851;707,3445194;502,3498368;314,6945026;298,1449879;254,258651;255,1798122
folk;Erin McKeown;We Are More;-8,798;153,341;3;11;1;254,58893;44,76672226;-63,86592578;-5,11261821;7,034969396;-16,4750329;-10,33148202;10,78015149;-19,79077812;17,00539633;-3,94089365;5,850454476;1,006846213;21,0397734;1322,935872;1294,71034;748,6875543;604,0823526;756,1897535;606,0775719;442,4734384;283,3917031;411,1416193;202,2621378;390,6764301
folk;Erin McKeown;The Golden Dream;-10,86;157,966;4;0;1;267,49342;39,68937881;-105,5888816;-53,80100338;-5,762925592;30,05381511;-20,42285457;3,048233371;-21,37750395;15,89034273;-2,880772266;2,328804961;2,211363021;34,37213768;2234,465411;2289,947065;2394,38557;660,5671616;1130,748647;711,0245819;938,7122773;441,7070057;473,2943417;323,2181551;413,8496593
folk;Erin McKeown;Aspera;-5,501;144,584;4;7;1;251,0624;49,02110088;-21,70386111;12,70707602;-3,332252924;12,74873977;-11,80963889;-4,583071637;-8,719217836;8,897192982;-4,620413743;-0,340169591;-2,402526316;16,34340197;1582,870157;1096,941987;1056,35069;561,347552;639,5018927;429,9139708;412,4905635;242,5325352;261,1396212;214,9866692;167,8412794
folk;Erin McKeown;Introduction;-27,748;138,842;3;8;0;57,49506;24,53984946;-19,29860932;-28,21341219;-13,88857348;-9,020430108;4,604670251;-19,8282509;14,69282437;-20,23324373;14,18912186;-8,126315412;1,631763441;17,42918368;7093,482227;1575,289194;2695,872453;1007,668209;1591,258825;928,6805597;2239,87015;645,6597835;1217,229139;515,6897428;416,8843944
folk;Erin McKeown;Interview With Nic Harcourt;-25,308;110,086;4;10;1;545,20118;26,20723985;-16,52599107;-36,04235146;-12,51345292;-3,019787744;6,397923295;-22,92735308;11,02350122;-18,44195252;13,46999067;-7,830453328;-3,890534497;23,75062785;7303,970129;2197,005798;3198,083521;1305,587057;1380,262065;1092,089651;2655,857137;564,7993593;1364,028214;668,0396436;484,1891754
folk;Erin McKeown;We Are More;-8,785;155,437;3;4;1;252,3424;42,98583284;5,710730597;-69,83550224;0,759240299;-6,846641791;-3,34760597;-4,845627612;-30,36108955;16,60938358;-2,827372388;2,475429104;5,744226866;36,1746972;4124,712608;3526,800541;1704,547513;1250,055606;1242,317547;810,8774768;931,04721;429,8186682;651,3257851;329,2126233;543,0114759
folk;Erin McKeown;Beautiful (I Guess);-11,365;100,243;4;10;0;199,31383;38,38362433;-4,28071123;-58,8685254;6,624831551;12,98608824;0,962199198;-16,25445321;-14,07962299;6,54105615;1,466839572;-1,084308824;11,16046257;33,80270521;2619,207126;2648,342227;3131,866448;1346,065608;1446,10584;726,3973399;1139,026878;619,7289715;647,1885189;623,3992908;479,5604203
folk;Erin McKeown;Float;-10,94;106,953;4;11;1;337,05751;34,18320424;-48,55843722;-55,88633132;-27,53638729;-10,77729803;-3,682853253;-3,780801815;1,750077156;-8,546594554;-2,622346445;-5,810768533;7,127688351;184,3175942;2824,537782;5105,440337;3332,699958;1204,924947;1671,952649;794,4054012;703,1699187;654,7807249;380,7099295;722,1718084;309,3583838
folk;Erin McKeown;Life On The Moon;-5,818;132,645;1;4;0;241,8673;47,57414429;-32,02918821;-9,411887077;1,392623588;1,625969887;-8,996057716;-3,602706399;-3,506129235;5,291457967;-4,46602133;0,385826851;-6,644358846;31,37959543;2306,471082;2212,112555;1477,561987;647,4375227;945,8406664;428,1017553;548,8629417;341,606499;345,5612898;285,9748317;257,3103516
folk;Erin McKeown;White City;-5,951;141,077;4;5;1;198,29506;47,36673824;-23,88676489;-27,08474765;-5,028998433;2,641793103;-0,568242947;3,526724138;0,532431034;0,730040752;1,543937304;-4,712623824;1,724368339;24,67907206;1991,118298;1734,716366;2136,362653;908,7916486;1302,757599;694,0720404;911,1904618;360,2279919;475,8381141;439,7818679;244,769558
folk;Ciaran Tourish_ Dermott McLaughlin_ Seamus Glackin_ Kevin Glackin;The Pinch of Snuff_ The Wild Irishman;-19,047;130,912;4;2;1;211,1473;36,30684592;32,54109366;110,793148;18,65920745;19,3280141;-0,740870091;-41,64265257;-9,14294864;-2,392775428;-5,205695871;5,684126888;10,70137764;24,3958435;1479,179398;1196,863798;624,0791729;543,9353133;267,3089644;374,975964;207,1761534;202,957334;125,6815233;93,93964232;212,8786306
folk;Ciaran Tourish_ Dermott McLaughlin_ Seamus Glackin_ Kevin Glackin;Gusty's Frolicks;-21,005;112,018;4;2;1;126,9024;34,62791693;5,6934377;115,8703658;16,5463099;10,52866613;1,959027157;-37,55898243;-8,431608626;-5,844980831;-6,039289137;6,878567093;17,28576518;9,126134587;3190,672795;1295,978449;546,3398886;704,0683578;190,7005857;362,4922531;184,6844583;255,0395308;132,9360279;100,3062064;352,7573041
folk;Ciaran Tourish_ Dermott McLaughlin_ Seamus Glackin_ Kevin Glackin;The King of the Pipers_ Frainc A'Phoill;-21,164;151,617;4;2;1;230,66077;34,8902072;7,300135206;114,7170149;17,00207463;4,596135206;1,97095698;-36,28085338;-10,12518437;-4,224923617;-5,768578578;6,040183494;16,52657068;6,528915811;2506,176361;900,6450143;455,4169779;436,7705699;202,5913791;404,5311596;206,2236495;223,9043919;131,7801144;98,25199227;373,492004
folk;Ciaran Tourish_ Dermott McLaughlin;Tripping Up the Stairs_ The Gravel Walks;-25,789;128,01;4;2;1;206,54975;29,88891291;14,15568669;85,88231331;12,58392993;36,43252953;-7,045794795;-36,68192192;-6,153014014;-1,751533534;-1,521764765;7,156181181;3,370662663;5,550202814;1386,99302;1091,886509;670,8329;515,1072968;338,5381702;495,6350287;202,622326;250,0823144;131,5292165;111,6158342;344,3208378
folk;Ciaran Tourish_ Dermott McLaughlin;The Boys of Malin_ The Gravel Walks;-26,505;84,726;1;11;0;198,00771;29,44996421;44,80699675;106,747936;18,92896529;36,01784924;-0,241706074;-43,70603362;-4,630072668;-8,316612798;-6,065881779;6,721245119;5,574501085;5,780660373;2692,346806;1179,269131;609,9126033;518,1271395;271,3894444;664,4740237;199,1365187;342,0364664;156,7030248;123,9543605;360,5847045
folk;Ciaran Tourish_ Dermott McLaughlin_ Seamus Glackin_ Kevin Glackin_ Tommy Peoples_ Seamus Gibson;The Fantastic Reel_ McFarley's Reel_ Miss Ramsey;-21,031;120,153;3;9;1;292,10077;34,76378206;32,99584062;129,7763076;23,19096664;18,36638251;-1,186722758;-41,62052113;-7,346550778;-5,220302446;-4,566492216;4,726566345;8,340858414;7,61698329;2614,498224;808,0475104;420,9210197;534,6105636;234,8212716;481,6919796;170,4579771;186,3955075;119,0663935;102,9096143;457,797016
folk;The Little Willies;Love Me;-12,537;107,203;3;0;1;231,02649;39,16812918;-106,4829347;17,93597112;7,213261398;-11,02926748;7,125954407;-3,352199088;-8,28256079;17,05143161;-0,556829787;-2,58043465;-0,401946809;31,00108758;2333,371032;2865,947053;2090,541675;837,5091117;1346,173857;849,9995457;506,8673951;597,237717;357,1463393;309,4452306;335,6351895
folk;The Little Willies;Easy As The Rain;-15,151;117,994;7;2;1;195,29098;35,68453213;-71,79963253;-21,45640964;-15,56612651;-11,9888996;-1,079656627;1,772381526;-4,456929719;3,027485944;-0,455835341;-3,853608434;7,604228916;35,11821339;3389,882182;2465,956657;2365,972364;891,058825;1016,18007;549,9413844;790,5712675;399,1934148;432,4959194;365,8044456;328,7600548
folk;The Little Willies;Roly Poly;-10,762;123,162;1;1;1;153,39057;41,61532159;-59,42670904;6,465246554;15,31559724;-26,94665697;11,87780858;13,37639816;-0,541159265;6,802744257;7,550462481;-3,326554364;-0,576584992;19,39756745;2445,853636;1909,08158;2375,306736;720,4089046;1219,405357;505,2044558;629,020644;385,0415497;475,67196;380,0335846;286,974888
folk;The Little Willies;Streets Of Baltimore;-8,089;124,215;4;9;1;186,40934;44,79999028;-58,48502269;0,868969206;-2,012019449;-19,00740519;-3,120147488;19,99416207;-2,504905997;5,969354943;-3,018;-1,924366288;2,450703404;23,93375795;2694,551024;1289,252287;1859,738728;714,5310638;1121,139291;618,1239814;704,278897;368,5174295;382,5681947;334,3067602;232,3068697
folk;The Little Willies;Best Of All Possible Worlds;-9,937;133,191;1;6;1;191,00689;42,51595647;-68,79384471;-12,50330588;1,388421176;-21,95755059;1,518956471;14,12058;-1,423454118;1,841187059;-3,079842353;2,798617647;4,673752941;31,47635666;1934,310582;1425,679852;1884,202374;666,3042822;926,6115232;494,6647974;898,4983413;316,3257068;498,3638621;349,9258496;246,580459
folk;The Little Willies;I Gotta Get Drunk;-9,377;126,975;1;11;0;147,59138;42,82118285;-53,8396343;12,57321197;6,987430421;-40,47577508;21,71615049;12,04426214;-2,797106796;17,8766699;5,499307443;-3,527061489;-3,568720065;22,25937423;1901,485596;2284,59664;2177,361017;802,4221265;1484,832945;605,9288876;592,1726739;332,5783681;454,4597193;536,400199;305,2189139
folk;The Little Willies;No Place To Fall;-16,648;84,873;4;0;1;240,71791;32,37978277;-62,70057116;-29,97504494;-18,67316292;0,913230337;-4,208318352;4,415758427;1,524539326;-5,588318352;-1,023398876;-4,600752809;9,071101124;76,08941528;4072,037325;2111,938604;2304,300817;1039,071424;1168,44898;824,3037307;656,7750193;484,4676655;398,53292;370,4401052;414,5803918
folk;The Little Willies;Lou Reed;-11,621;105,135;4;9;0;256,7571;37,38673361;-38,0144153;21,98523224;0,658069672;-11,26709973;1,004531421;3,733497268;2,697963115;-4,745139344;4,322796448;-1,674784153;2,477896175;101,0781426;3174,25836;2125,725076;2208,517586;771,1896973;957,8019925;717,1529356;849,7855971;498,265977;499,2335786;345,6996717;274,9058275
folk;The Little Willies;I'll Never Get Out Of This World Alive;-8,428;105,741;4;7;1;202,21342;45,73852;-34,89465846;36,87789538;2,849216923;-9,233209231;-1,012101538;9,542947692;4,511663077;4,974621538;3,765483077;-0,896418462;5,200726154;16,79715396;2376,225195;1456,704055;1662,523341;1066,531448;881,4765233;555,2258715;594,4366755;323,5464424;390,1598468;262,5644277;289,5855591
folk;The Little Willies;Night Life;-12,432;100,731;3;5;0;227,23873;37,00936318;-98,83822635;7,470006757;-4,733513514;-12,61497297;6,115008446;-2,085851351;-4,313315878;11,62272973;0,437304054;-3,113094595;-0,012548986;57,13767514;2578,432323;3951,800605;2583,980121;924,5017212;1375,090378;586,969907;571,5753091;554,8606567;316,9848125;358,1469015;329,965741
folk;The Little Willies;Love Me;-11,368;107,099;3;0;1;231,07873;40,23017345;-108,191279;18,96280392;6,795496229;-12,10259125;7,913766214;-3,511968326;-8,399748115;17,87691855;-1,14775264;-2,47311463;-0,335031674;32,87335758;2395,657863;2828,209171;2190,023865;832,0195836;1395,362413;865,4505188;569,5776399;602,0576396;368,3822598;319,3257545;342,2322842
folk;The Little Willies;Roll On;-13,91;149,216;1;1;1;186,74893;38,36447923;-105,2239985;0,163784866;-4,434163205;-11,59870772;0,22968546;1,805302671;-7,592771513;12,76065282;-4,760520772;0,185280415;13,01578487;27,82893814;2104,25079;2015,501799;1876,467742;711,5498567;730,066054;507,8286812;515,718012;356,0766816;372,6818137;291,8243146;422,0292496
folk;The Little Willies;Tenessee Stud;-10,355;181,693;4;5;0;229,40689;41,44858568;-66,21597289;-3,177980477;9,625563991;-14,27382972;13,4946128;15,071282;-2,215236443;4,834843818;2,006991323;-0,541849241;0,996441432;23,80607126;2326,239109;2150,870602;2099,069532;1120,893806;1583,266161;616,0079211;774,7511053;338,4231247;559,3304487;403,6339344;256,2644994
folk;The Little Willies;It's Not You_ It's Me;-12,115;113,483;4;2;1;163,86567;38,64894929;-74,1472211;2,508975659;-4,520263692;-32,22201217;18,7296572;2,763356998;-5,221470588;16,86034077;3,024040568;-5,72448073;5,936943205;32,30451383;2831,099348;2947,861081;3153,731321;814,6354923;1696,241879;1167,183565;708,6259632;490,210882;484,2476995;516,0567979;343,40153
folk;Greg Laswell;Girls Just Want To Have Fun (Demo);-16,078;71,887;4;1;0;156,00281;37,91192331;-136,342184;-12,02300614;-18,96444479;32,90039877;-18,82613804;4,651582822;5,08243865;-2,562506135;-5,760168712;-3,56307362;3,047273006;25,0886162;4561,471747;1449,3415;1555,141336;635,5934604;541,3157428;422,2274569;495,2076663;836,4705548;332,8978335;262,0613239;291,6585691
folk;Greg Laswell;Take Everything;-11,785;136,102;4;2;1;227,49995;39,78221095;-78,21532657;-22,41866126;-20,11045639;35,0520426;-17,02332252;2,094237323;-11,62567748;-4,064809331;-9,806793103;-1,493740365;7,851831643;55,20037817;4589,908034;890,3835832;962,8160581;978,0187478;733,2049042;430,5960711;612,9360748;562,0425168;284,1622705;236,6547968;210,0151556
